id,timestamp,origin_city,origin_lat,origin_lng,destination_city,destination_lat,destination_lng,distance_km,weight_kg,package_volume_liters,vehicle_type,fuel_type,delivery_method,hour_of_day,day_of_week,month,is_rush_hour,is_weekend,temperature_celsius,precipitation_mm,wind_speed_kmh,avg_traffic_density,actual_co2_emissions_kg,is_fragile,customer_id,route
DEL002626,2024-08-08 10:02:03,London,51.463204,-0.046648,Glasgow,55.922887,-4.223528,642.12,4.2,2.35,diesel_van,diesel,standard,10,3,8,False,False,22.5,0.4,28.2,0.6,207.88,False,b2e4cccf-e9b6-455a-995f-8fb242f1d2a6,London → Glasgow
DEL002627,2024-04-28 00:07:25,Bristol,51.497347,-2.627451,Nottingham,52.921495,-1.22991,217.21,4.07,6.2,diesel_van,diesel,express,0,6,4,False,True,10.9,2.5,22.9,0.2,100.4,False,8280cef5-0aca-4b8f-9c89-01fa52750e1f,Bristol → Nottingham
DEL002628,2024-05-24 21:33:52,Liverpool,53.347681,-3.0661,London,51.568849,-0.088776,319.56,1.84,1.17,diesel_van,diesel,express,21,4,5,False,False,12.1,2.6,29.2,0.6,166.84,False,318646c0-c4e7-495e-ab53-cc98bf360e6a,Liverpool → London
DEL002629,2024-11-13 11:39:26,Edinburgh,56.049443,-3.150642,Birmingham,52.486279,-1.983219,456.32,4.14,7.54,diesel_van,diesel,express,11,2,11,False,False,12.0,1.0,5.6,0.6,252.2,True,99d9ebac-6c08-40fc-b8e5-07a179d1fd64,Edinburgh → Birmingham
DEL002630,2024-11-01 16:10:31,Birmingham,52.471759,-1.819298,Liverpool,53.340461,-3.031588,147.67,9.88,5.31,diesel_van,diesel,clickCollect,16,4,11,True,False,10.4,0.3,19.7,1.0,71.58,False,00830073-1a39-46c7-b7aa-3658d349a851,Birmingham → Liverpool
DEL002631,2024-07-28 06:35:59,Liverpool,53.450947,-2.965474,Nottingham,53.027172,-1.2307,137.41,3.68,6.26,diesel_van,diesel,clickCollect,6,6,7,False,True,23.9,1.8,17.4,0.3,41.66,True,f075f567-8147-4596-b329-3255bac88052,Liverpool → Nottingham
DEL002632,2024-09-30 01:09:50,Newcastle,54.94535,-1.63734,London,51.430448,-0.141072,459.09,3.01,5.31,diesel_van,diesel,standard,1,0,9,False,False,14.3,3.3,10.4,0.6,138.26,True,08e45e21-b293-410d-8a55-38d64e93bf12,Newcastle → London
DEL002633,2024-02-09 07:47:35,Glasgow,55.916222,-4.307349,Newcastle,54.896874,-1.661552,228.59,1.34,1.48,electric_van,electric,clickCollect,7,4,2,True,False,5.3,1.1,19.7,1.0,17.77,True,49781f01-92fe-4676-b806-2d0608c0bac1,Glasgow → Newcastle
DEL002634,2024-03-08 10:21:58,London,51.479356,-0.103956,Glasgow,55.775967,-4.298655,628.94,4.79,6.39,motorcycle,petrol,standard,10,4,3,False,False,10.8,2.2,0.6,0.6,82.93,False,137def66-db54-4f13-88c7-968bd0017615,London → Glasgow
DEL002635,2024-10-28 18:45:06,Manchester,53.444998,-2.161891,Nottingham,52.941997,-1.089111,101.34,2.1,3.27,diesel_van,diesel,standard,18,0,10,True,False,13.5,3.6,20.2,1.0,41.65,False,4a04e801-3920-447f-8011-f632fc23b91a,Manchester → Nottingham
DEL002636,2024-05-23 21:20:22,Birmingham,52.510134,-1.905436,Liverpool,53.429905,-3.022948,144.6,5.17,9.24,diesel_van,diesel,standard,21,3,5,False,False,12.6,1.3,23.9,0.6,46.1,False,34fdecf6-7af9-49c8-9ce6-bd1f2541cad4,Birmingham → Liverpool
DEL002637,2024-06-17 20:20:03,Edinburgh,56.012542,-3.21426,Liverpool,53.413722,-2.992587,318.31,11.69,21.78,electric_van,electric,express,20,0,6,False,False,17.8,0.4,0.6,0.6,38.52,True,2f303de5-fa3c-430b-95b6-b7c5c6acbb49,Edinburgh → Liverpool
DEL002638,2024-12-15 01:06:28,Liverpool,53.432353,-2.913954,Edinburgh,55.866404,-3.265142,308.11,4.15,3.45,motorcycle,petrol,express,1,6,12,False,True,1.2,0.9,7.0,0.3,70.0,False,fa0b06cd-80c2-4039-b17d-f444a8287d7a,Liverpool → Edinburgh
DEL002639,2024-03-15 23:38:22,Edinburgh,55.868624,-3.092921,Leeds,53.881865,-1.590993,266.68,4.84,5.38,cargo_bike,human,same_day,23,4,3,False,False,14.7,0.2,22.6,0.6,0.0,False,024af4ca-6103-4ce2-aae8-eb36f9ada584,Edinburgh → Leeds
DEL002640,2024-09-06 06:32:00,Edinburgh,55.895849,-3.145212,Glasgow,55.914955,-4.29925,80.2,15.35,18.05,diesel_van,diesel,standard,6,4,9,False,False,12.5,3.6,3.3,0.6,32.36,False,58492361-96ce-42a2-9be3-3f75f1aaef29,Edinburgh → Glasgow
DEL002641,2024-09-11 08:45:00,Manchester,53.489782,-2.179367,Bristol,51.357956,-2.67647,268.09,2.3,1.89,electric_van,electric,standard,8,2,9,True,False,12.3,4.0,13.8,1.0,21.77,True,ab6dfdbd-24de-45ac-99fe-6b8ced08002f,Manchester → Bristol
DEL002642,2024-06-26 23:53:56,London,51.573329,-0.077433,Birmingham,52.450456,-1.843153,171.74,4.5,3.99,diesel_truck,diesel,express,23,2,6,False,False,19.2,0.9,20.9,0.6,301.86,True,620c492e-0f3e-4ad0-a8b4-9cdbc438c1d0,London → Birmingham
DEL002643,2024-04-15 04:59:25,Edinburgh,55.982476,-3.180951,Newcastle,55.026636,-1.599278,166.12,0.81,1.58,diesel_van,diesel,clickCollect,4,0,4,False,False,8.6,0.4,6.1,0.5,48.89,False,a82550f7-13ac-4d9f-81fc-1f63841ac4a8,Edinburgh → Newcastle
DEL002644,2024-05-20 09:03:42,Edinburgh,55.879717,-3.144456,Birmingham,52.457675,-1.94808,441.4,13.86,22.07,diesel_van,diesel,clickCollect,9,0,5,True,False,12.4,2.0,28.3,1.0,232.63,True,3d19c9cf-0ec6-4dc1-bf20-7b7e87052f02,Edinburgh → Birmingham
DEL002645,2024-06-18 00:17:57,Manchester,53.45546,-2.317354,London,51.493435,-0.097527,300.02,3.29,2.42,diesel_truck,diesel,clickCollect,0,1,6,False,False,19.4,0.2,21.8,0.6,312.86,True,2e9eaa35-baee-42e3-add0-471471a8fb80,Manchester → London
DEL002646,2024-11-08 23:00:44,Birmingham,52.577821,-1.818812,Manchester,53.452229,-2.268718,118.94,0.91,1.57,diesel_van,diesel,standard,23,4,11,False,False,11.7,1.4,17.5,0.6,34.5,False,a6a93662-5466-4756-a006-41927e66573a,Birmingham → Manchester
DEL002647,2024-12-10 14:24:14,Birmingham,52.56221,-1.978146,Bristol,51.41331,-2.580615,158.41,11.75,8.12,diesel_van,diesel,standard,14,1,12,False,False,2.9,0.2,1.7,0.6,63.42,True,9428e19f-e993-4420-a7f1-8132bad4a0a5,Birmingham → Bristol
DEL002648,2024-07-25 10:17:40,Manchester,53.579412,-2.230932,Glasgow,55.852657,-4.330746,318.77,3.72,2.26,cargo_bike,human,clickCollect,10,3,7,False,False,21.7,1.8,26.8,0.6,0.0,True,a525a9e5-bd2a-4493-abf0-4cb596216934,Manchester → Glasgow
DEL002649,2024-02-12 11:42:55,Leeds,53.808869,-1.595738,Glasgow,55.80195,-4.167664,310.71,1.33,1.04,diesel_van,diesel,same_day,11,0,2,False,False,0.0,2.0,0.1,0.6,183.74,False,0e1d42ad-d481-493a-a0d4-d2dac88f2580,Leeds → Glasgow
DEL002650,2024-02-09 10:56:23,Leeds,53.72412,-1.595332,Bristol,51.449684,-2.492683,296.03,1.22,2.34,diesel_truck,diesel,standard,10,4,2,False,False,4.0,1.6,6.7,0.6,330.71,False,6b4c7e2c-c7cc-4c11-8600-f7e625919f87,Leeds → Bristol
DEL002651,2024-11-17 01:44:46,Liverpool,53.356037,-2.982243,Manchester,53.486886,-2.283188,56.55,29.37,31.5,diesel_truck,diesel,standard,1,6,11,False,True,14.9,1.9,2.5,0.3,76.93,False,71c209c5-2a43-488b-aab1-b416d16dca7c,Liverpool → Manchester
DEL002652,2024-06-28 17:49:30,Glasgow,55.790264,-4.201244,Manchester,53.464755,-2.30893,326.32,11.41,18.17,diesel_truck,diesel,standard,17,4,6,True,False,20.6,2.0,11.0,1.0,508.71,False,47b14163-a247-4e20-bc8d-11365ba7fdc1,Glasgow → Manchester
DEL002653,2024-06-02 13:22:59,London,51.439072,-0.20195,Newcastle,55.0164,-1.536553,463.26,3.87,5.91,diesel_van,diesel,standard,13,6,6,False,True,18.6,0.5,1.8,0.3,140.51,True,2e68aebd-0d75-4b63-ac09-c0b0f81597cb,London → Newcastle
DEL002654,2024-03-15 18:59:54,Liverpool,53.483194,-3.078567,Nottingham,53.051971,-1.194748,155.67,29.97,54.96,diesel_van,diesel,standard,18,4,3,True,False,12.7,2.2,11.3,1.0,97.76,False,bff43249-866f-45ae-8d3a-bd1e393c9256,Liverpool → Nottingham
DEL002655,2024-01-02 11:04:32,Edinburgh,55.916447,-3.230755,Leeds,53.73203,-1.450077,304.59,3.8,5.63,diesel_van,diesel,express,11,1,1,False,False,6.8,2.0,27.8,0.6,165.03,False,e4e37a5a-f6f0-4673-a969-e86f175c5e0a,Edinburgh → Leeds
DEL002656,2024-09-16 18:58:06,Bristol,51.412659,-2.578711,Glasgow,55.806571,-4.269021,569.4,9.76,6.88,electric_van,electric,express,18,0,9,True,False,10.9,0.7,23.1,1.0,84.33,False,21e630df-05c4-4fde-a151-14a7a4734972,Bristol → Glasgow
DEL002657,2024-01-14 18:41:36,Edinburgh,55.89767,-3.125971,Liverpool,53.314169,-2.970042,325.65,29.07,51.87,cargo_bike,human,same_day,18,6,1,True,True,4.8,1.0,26.2,0.7,0.0,False,dc9340fc-c2f8-4af0-a8e0-106f95e508a3,Edinburgh → Liverpool
DEL002658,2024-07-28 15:10:19,London,51.55795,-0.082601,Birmingham,52.388166,-1.837704,166.87,13.37,11.41,electric_van,electric,express,15,6,7,False,True,17.4,0.7,13.8,0.3,18.97,False,26457830-ff54-4c30-8ab2-98a0159957f5,London → Birmingham
DEL002659,2024-08-02 00:42:11,London,51.419077,-0.174422,Bristol,51.367209,-2.607125,197.34,0.6,0.37,cargo_bike,human,clickCollect,0,4,8,False,False,15.3,0.3,13.3,0.6,0.0,False,8274b08d-71e7-4efb-928a-c725bace6b90,London → Bristol
DEL002660,2024-02-25 16:46:55,London,51.460121,-0.222168,Manchester,53.500414,-2.291593,294.98,19.46,19.63,diesel_van,diesel,clickCollect,16,6,2,True,True,1.3,2.7,14.2,0.7,186.18,True,d7db6092-04ba-4669-8981-17a875a3d6cc,London → Manchester
DEL002661,2024-11-16 21:47:58,Liverpool,53.386853,-3.083302,Birmingham,52.417404,-1.791263,162.66,3.74,5.95,diesel_van,diesel,standard,21,5,11,False,True,10.1,1.9,9.6,0.3,49.4,False,1bef3836-b716-452c-8120-9c62479775cd,Liverpool → Birmingham
DEL002662,2024-02-13 07:20:12,Newcastle,55.014229,-1.567352,Nottingham,52.928935,-1.181761,261.52,9.16,8.37,diesel_van,diesel,standard,7,1,2,True,False,1.9,2.5,27.7,0.9,137.1,True,ca7512b1-c779-4e55-8623-d24b6530ba42,Newcastle → Nottingham
DEL002663,2024-08-21 06:08:49,Glasgow,55.863822,-4.254361,Birmingham,52.497962,-1.851514,454.1,2.1,3.21,diesel_van,diesel,standard,6,2,8,False,False,20.2,1.4,26.1,0.6,140.76,False,74803926-4ae3-4626-b855-490ba185263e,Glasgow → Birmingham
DEL002664,2024-07-13 07:16:33,London,51.445068,-0.154179,Liverpool,53.377976,-3.020301,328.23,2.65,3.16,diesel_van,diesel,same_day,7,5,7,True,True,22.7,1.7,21.3,0.7,222.96,False,1e2cbc1c-54ac-46ff-96a0-ba866088fd84,London → Liverpool
DEL002665,2024-02-21 08:32:21,Edinburgh,55.890595,-3.286271,Manchester,53.490716,-2.217,308.5,6.88,3.99,diesel_van,diesel,express,8,2,2,True,False,5.2,1.9,10.9,1.0,242.5,False,50ef791b-4f44-439e-9344-2a99424cce50,Edinburgh → Manchester
DEL002666,2024-11-30 23:40:19,Bristol,51.544012,-2.634069,Newcastle,55.022201,-1.699234,436.28,22.62,36.81,electric_van,electric,express,23,5,11,False,True,10.5,0.7,25.7,0.2,55.82,True,e01785cd-3af0-4b5b-92ee-bd0676018a4a,Bristol → Newcastle
DEL002667,2024-04-01 00:51:50,Bristol,51.488931,-2.568451,Liverpool,53.322626,-3.010568,235.5,8.25,4.41,diesel_van,diesel,same_day,0,0,4,False,False,11.1,0.6,13.3,0.6,129.01,True,40801dd6-3bef-4c42-99cf-72d5c45aae82,Bristol → Liverpool
DEL002668,2024-09-20 03:06:16,Birmingham,52.566792,-1.956671,Edinburgh,55.882698,-3.119273,430.63,7.3,13.01,electric_van,electric,same_day,3,4,9,False,False,13.6,0.8,14.4,0.6,45.22,True,c533cf40-1aea-497d-8a4e-29c76d69a22b,Birmingham → Edinburgh
DEL002669,2024-05-09 13:44:00,Leeds,53.72764,-1.543731,Bristol,51.498023,-2.589567,295.57,4.06,6.79,electric_van,electric,clickCollect,13,3,5,False,False,9.2,2.5,19.6,0.6,18.86,True,e7ef86d6-40d9-429f-a83b-6eeea78f2898,Leeds → Bristol
DEL002670,2024-07-31 01:19:04,Newcastle,54.99666,-1.654515,Bristol,51.382734,-2.66291,458.38,3.68,4.79,diesel_truck,diesel,express,1,2,7,False,False,19.9,0.4,24.1,0.5,751.89,False,3596cbba-31ef-457f-a2c4-449cb87daaa6,Newcastle → Bristol
DEL002671,2024-11-03 11:49:20,Newcastle,55.047176,-1.63041,Leeds,53.837892,-1.563628,152.78,3.9,7.54,diesel_truck,diesel,clickCollect,11,6,11,False,True,10.6,2.4,18.5,0.3,147.26,True,2b1efac2-7bce-4307-a365-69c0de243bcc,Newcastle → Leeds
DEL002672,2024-05-20 19:58:36,Leeds,53.859505,-1.449728,Newcastle,55.052595,-1.711383,147.42,19.56,17.5,diesel_van,diesel,express,19,0,5,True,False,14.7,1.7,0.8,1.0,140.53,False,8f85721f-9c27-4974-b446-0054baff4a71,Leeds → Newcastle
DEL002673,2024-10-06 06:45:08,Bristol,51.528029,-2.56676,Liverpool,53.489926,-2.946107,252.23,1.07,1.87,electric_van,electric,standard,6,6,10,False,True,14.4,1.7,12.9,0.3,12.98,True,f5436b9a-22b1-4d3c-8e21-428749b31acd,Bristol → Liverpool
DEL002674,2024-11-26 07:55:50,Newcastle,54.954234,-1.709142,Nottingham,52.913351,-1.121234,256.15,8.71,4.77,cargo_bike,human,same_day,7,1,11,True,False,14.9,2.2,10.8,0.9,0.0,True,4502b42c-1a65-4528-bca5-e3dbbe515338,Newcastle → Nottingham
DEL002675,2024-05-17 05:46:36,Glasgow,55.854078,-4.218684,Nottingham,52.87455,-1.129513,435.98,12.12,19.4,cargo_bike,human,standard,5,4,5,False,False,11.0,0.3,23.9,0.6,0.0,False,558ff6df-9c9c-4c03-9ab9-d1dc02dc6da6,Glasgow → Nottingham
DEL002676,2024-09-26 02:51:15,Nottingham,53.040369,-1.252264,Glasgow,55.872183,-4.250065,419.72,4.43,3.32,diesel_truck,diesel,clickCollect,2,3,9,False,False,11.0,3.0,15.3,0.6,440.94,True,3f9b94f8-8bc5-442d-8ee3-2f05016299d6,Nottingham → Glasgow
DEL002677,2024-12-02 20:34:51,Edinburgh,56.021021,-3.270513,Bristol,51.395417,-2.64305,590.92,1.07,1.59,diesel_van,diesel,express,20,0,12,False,False,2.3,4.7,21.0,0.5,334.26,True,04f33429-d85a-4a7d-b35a-c35caa46db5b,Edinburgh → Bristol
DEL002678,2024-08-31 17:27:48,Bristol,51.514601,-2.665569,Leeds,53.841385,-1.519428,300.21,2.1,2.4,motorcycle,petrol,express,17,5,8,True,True,24.7,1.0,9.9,0.7,77.93,True,45c71b3d-a7d6-4a0a-8321-cc6df500d2e2,Bristol → Leeds
DEL002679,2024-03-20 07:02:09,Nottingham,53.026525,-1.087972,Liverpool,53.460288,-3.068935,162.37,12.61,9.36,cargo_bike,human,standard,7,2,3,True,False,12.8,2.9,15.2,1.0,0.0,False,2a48fbd5-908a-447d-82af-ca334400396b,Nottingham → Liverpool
DEL002680,2024-08-07 10:11:16,Glasgow,55.917876,-4.21733,Leeds,53.72361,-1.603771,334.62,0.66,1.16,diesel_van,diesel,standard,10,2,8,False,False,22.4,0.6,21.8,0.6,95.04,False,31dcf3d3-5120-421a-8076-3642e5df6e95,Glasgow → Leeds
DEL002681,2024-10-10 15:10:29,Glasgow,55.914746,-4.308915,Newcastle,55.029401,-1.601012,222.9,1.48,1.98,diesel_van,diesel,same_day,15,3,10,False,False,13.0,2.6,25.5,0.6,117.04,False,ace3ca43-d3a7-4978-89ad-d6ce68a89af5,Glasgow → Newcastle
DEL002682,2024-08-17 22:41:00,Nottingham,52.960833,-1.138301,Manchester,53.40775,-2.325009,105.14,1.82,2.04,diesel_van,diesel,clickCollect,22,5,8,False,True,20.1,0.9,11.8,0.3,30.03,True,3bd9106f-82c4-4ff3-8833-c5b859894f0b,Nottingham → Manchester
DEL002683,2024-03-07 20:20:03,Manchester,53.438923,-2.211168,Birmingham,52.513823,-1.799731,123.66,3.13,2.84,diesel_van,diesel,express,20,3,3,False,False,10.9,0.7,22.9,0.6,65.15,False,7089403c-2fab-4fad-a8aa-4c0861f99b74,Manchester → Birmingham
DEL002684,2024-04-08 06:48:14,Leeds,53.884878,-1.458343,Edinburgh,55.966273,-3.134842,287.72,1.85,2.22,diesel_van,diesel,same_day,6,0,4,False,False,9.1,2.7,19.9,0.6,152.26,False,fa43dc22-69b5-4bfb-b45d-5a7fded73a9d,Leeds → Edinburgh
DEL002685,2024-06-24 17:48:16,Nottingham,52.999395,-1.12801,Glasgow,55.9114,-4.204212,417.96,21.69,17.81,electric_van,electric,standard,17,0,6,True,False,16.6,1.8,19.3,1.0,48.0,True,9e7fabbf-ab40-4c11-b02b-08dc9695a4b1,Nottingham → Glasgow
DEL002686,2024-12-06 19:45:54,Leeds,53.790452,-1.600521,Newcastle,54.908476,-1.562769,146.43,1.05,1.57,electric_van,electric,same_day,19,4,12,True,False,6.0,4.8,0.3,1.0,19.97,True,84940bbf-0eb4-49dd-adb9-aeb673a6e0f1,Leeds → Newcastle
DEL002687,2024-03-05 16:21:08,Edinburgh,56.034439,-3.174318,Liverpool,53.473915,-2.933024,320.14,0.82,1.57,diesel_van,diesel,clickCollect,16,1,3,True,False,13.6,0.3,18.2,1.0,135.66,True,2f4aee1e-d601-4d9f-8695-9664323b2cbd,Edinburgh → Liverpool
DEL002688,2024-07-17 05:10:37,Glasgow,55.821532,-4.201252,Edinburgh,55.854231,-3.263808,64.79,8.43,5.18,diesel_van,diesel,standard,5,2,7,False,False,23.9,0.7,28.5,0.6,21.29,False,cba3c3df-21aa-40ed-b00d-c5d6c110feaf,Glasgow → Edinburgh
DEL002689,2024-08-17 13:03:12,Bristol,51.507544,-2.570416,London,51.521489,-0.117311,193.4,1.47,0.83,diesel_van,diesel,standard,13,5,8,False,True,22.9,1.9,18.3,0.3,52.12,True,e3251ee0-1b16-4da6-99fa-6c6acaa74165,Bristol → London
DEL002690,2024-11-13 05:47:00,London,51.481785,-0.112238,Leeds,53.701404,-1.635227,304.37,3.23,4.87,cargo_bike,human,standard,5,2,11,False,False,13.9,2.4,27.8,0.6,0.0,True,602b7b96-ee14-48af-933e-b7094364c746,London → Leeds
DEL002691,2024-11-21 19:25:01,Newcastle,55.044201,-1.713213,Manchester,53.434257,-2.161903,213.38,12.78,15.67,diesel_van,diesel,standard,19,3,11,True,False,12.2,2.4,27.4,1.0,113.83,True,57019c84-78ce-48a2-92bd-1649c6c874d1,Newcastle → Manchester
DEL002692,2024-08-18 01:26:18,London,51.419324,-0.221322,Manchester,53.510586,-2.261762,308.83,13.97,27.51,diesel_van,diesel,standard,1,6,8,False,True,18.3,1.9,8.8,0.3,109.0,True,f585a10e-57f9-4cdd-ad5e-07d111926a5f,London → Manchester
DEL002693,2024-03-12 02:17:44,London,51.528271,-0.172562,Liverpool,53.332077,-3.0688,318.16,4.65,6.85,electric_van,electric,standard,2,1,3,False,False,13.5,1.6,21.9,0.6,18.83,False,a4d688c8-d919-4981-ace6-e7c966fa2baf,London → Liverpool
DEL002694,2024-04-12 01:45:37,Manchester,53.463121,-2.244704,Bristol,51.531765,-2.629044,243.85,7.01,10.91,diesel_van,diesel,clickCollect,1,4,4,False,False,14.3,2.2,28.1,0.6,79.84,False,f2b07620-1348-4c83-8a2a-6b01103e551a,Manchester → Bristol
DEL002695,2024-11-15 13:40:53,Glasgow,55.909369,-4.267806,Leeds,53.724627,-1.470653,342.67,12.94,14.14,diesel_van,diesel,clickCollect,13,4,11,False,False,10.1,0.8,27.7,0.6,128.42,False,76d91eb0-de8a-471f-b457-2104c4ea0af5,Glasgow → Leeds
DEL002696,2024-01-03 20:38:16,Leeds,53.891382,-1.562286,Glasgow,55.812243,-4.24568,301.89,1.48,1.25,electric_van,electric,clickCollect,20,2,1,False,False,4.4,0.5,0.5,0.6,19.57,False,5d6a6c70-4d48-4186-85e7-ef77dc05a9fc,Leeds → Glasgow
DEL002697,2024-11-22 05:27:17,London,51.417455,-0.098591,Nottingham,52.983476,-1.110217,213.24,4.84,5.78,diesel_van,diesel,standard,5,4,11,False,False,11.2,2.2,5.4,0.6,72.12,True,6e1e3fc7-3423-467e-b9ca-5cfec9c202be,London → Nottingham
DEL002698,2024-04-22 11:51:20,Nottingham,52.864424,-1.161959,Leeds,53.726176,-1.542687,110.85,6.29,6.0,diesel_van,diesel,standard,11,0,4,False,False,11.6,1.9,8.7,0.6,35.1,False,59827606-a41e-4511-b3eb-58fefbcf93f0,Nottingham → Leeds
DEL002699,2024-05-23 18:07:00,Newcastle,55.070908,-1.693744,London,51.437494,-0.038404,468.02,0.93,1.16,motorcycle,petrol,standard,18,3,5,True,False,8.2,0.7,0.3,1.0,81.22,True,d6622b5d-54e6-4428-9c02-cdc2a13b47f9,Newcastle → London
DEL002700,2024-09-07 15:08:06,Manchester,53.472897,-2.335576,Bristol,51.421102,-2.603453,255.82,2.91,4.38,diesel_van,diesel,same_day,15,5,9,False,True,13.8,0.2,25.9,0.3,127.86,True,3790f5a5-7531-4a47-8f95-f0e321c39e48,Manchester → Bristol
DEL002701,2024-08-31 01:31:04,London,51.466269,-0.226862,Edinburgh,55.98238,-3.091226,594.32,1.53,1.36,diesel_van,diesel,standard,1,5,8,False,True,23.4,1.9,9.5,0.3,164.09,False,5387e0c9-0dfc-434b-9329-6ece7fd3be5e,London → Edinburgh
DEL002702,2024-02-21 19:16:54,Birmingham,52.546085,-1.984768,Leeds,53.708889,-1.540532,146.77,1.38,2.45,diesel_van,diesel,same_day,19,2,2,True,False,4.9,3.1,19.8,1.0,113.96,True,bb187d4b-99dc-4a73-b193-9166add6bc7d,Birmingham → Leeds
DEL002703,2024-08-17 15:56:34,Glasgow,55.800978,-4.318663,Nottingham,52.89804,-1.115613,437.48,2.64,4.76,diesel_van,diesel,express,15,5,8,False,True,20.2,1.1,19.4,0.3,204.49,False,d114192b-03a0-4efc-a65a-33b844e65d11,Glasgow → Nottingham
DEL002704,2024-03-19 21:27:13,Liverpool,53.425579,-2.941636,London,51.503888,-0.097448,326.63,1.41,2.48,diesel_truck,diesel,express,21,1,3,False,False,11.8,1.8,6.9,0.6,516.88,True,67e90fdd-7e1e-494c-b32d-8616d41e52b5,Liverpool → London
DEL002705,2024-06-13 17:00:33,Nottingham,53.043904,-1.060397,Liverpool,53.367706,-2.897822,143.84,1.11,0.79,diesel_truck,diesel,clickCollect,17,3,6,True,False,21.4,0.1,16.9,1.0,189.34,False,2d3a5302-388d-47dd-a5c5-60f66781fc7d,Nottingham → Liverpool
DEL002706,2024-06-03 22:20:09,London,51.55444,-0.039622,Manchester,53.469611,-2.251461,298.83,3.72,2.98,diesel_van,diesel,standard,22,0,6,False,False,21.2,1.3,20.7,0.6,90.27,False,8b47a4ea-169c-44aa-81a9-f9f566606941,London → Manchester
DEL002707,2024-03-04 13:59:48,Glasgow,55.879308,-4.190855,Nottingham,52.904631,-1.120144,434.04,10.78,11.13,diesel_van,diesel,standard,13,0,3,False,False,14.6,1.2,25.2,0.6,156.34,True,7b0757ce-b756-4387-88cb-34a914a75af1,Glasgow → Nottingham
DEL002708,2024-11-09 20:12:13,Leeds,53.754855,-1.462758,Bristol,51.446984,-2.496502,300.8,3.31,4.95,electric_van,electric,express,20,5,11,False,True,11.4,3.3,18.2,0.3,27.47,False,5c04efe1-cd05-4a40-849c-932697bf16f7,Leeds → Bristol
DEL002709,2024-10-26 09:47:06,Glasgow,55.782369,-4.280277,Manchester,53.575318,-2.306665,305.61,12.44,13.77,diesel_van,diesel,standard,9,5,10,True,True,11.4,2.4,9.9,0.7,147.88,False,fb73eb5d-5747-45e8-b7ae-a9821c7516a4,Glasgow → Manchester
DEL002710,2024-10-17 07:39:38,London,51.571344,-0.170648,Manchester,53.455556,-2.162146,281.4,5.69,4.06,diesel_van,diesel,standard,7,3,10,True,False,13.4,3.8,19.4,1.0,127.28,False,bd953e44-7639-47ec-b425-4d85e32977ca,London → Manchester
DEL002711,2024-03-12 03:23:30,London,51.473042,-0.064109,Birmingham,52.5422,-1.956446,198.4,8.94,10.97,diesel_van,diesel,express,3,1,3,False,False,8.7,2.9,25.4,0.6,118.0,False,bb9a9c87-cdb6-4934-acf0-0c9ee1d11538,London → Birmingham
DEL002712,2024-09-24 10:38:17,Newcastle,54.998127,-1.596988,Nottingham,53.049819,-1.17824,245.3,3.57,3.4,diesel_truck,diesel,standard,10,1,9,False,False,10.8,3.8,20.2,0.5,244.45,True,a96fdde2-72f4-45e0-8dff-8ce43142d1be,Newcastle → Nottingham
DEL002713,2024-01-28 17:29:18,London,51.463175,-0.064219,Bristol,51.439912,-2.527817,187.84,4.64,3.5,diesel_van,diesel,clickCollect,17,6,1,True,True,2.5,4.0,10.0,0.7,86.04,False,db6a6a28-4a3c-42d4-ad29-de2985409b63,London → Bristol
DEL002714,2024-03-29 08:30:31,Leeds,53.802895,-1.623069,Edinburgh,55.991011,-3.134494,291.01,5.97,11.11,electric_van,electric,standard,8,4,3,True,False,8.8,2.7,14.6,1.0,26.34,True,02e385cc-b64d-4be0-befa-45d9ff33875e,Leeds → Edinburgh
DEL002715,2024-04-16 07:53:16,Birmingham,52.413577,-1.795376,Leeds,53.726503,-1.614456,168.25,22.07,27.64,diesel_van,diesel,clickCollect,7,1,4,True,False,11.2,0.5,5.6,1.0,98.83,False,cc6fbb25-c681-43ac-b789-a537d271f20c,Birmingham → Leeds
DEL002716,2024-10-08 22:57:19,Newcastle,55.049817,-1.706858,Bristol,51.410475,-2.497216,458.87,22.38,33.09,diesel_van,diesel,standard,22,1,10,False,False,14.2,0.5,18.1,0.5,185.58,False,94c42076-8f31-44e5-9248-3f8ed4b41999,Newcastle → Bristol
DEL002717,2024-06-27 00:55:20,Glasgow,55.792482,-4.266737,Leeds,53.718622,-1.543665,318.26,1.11,0.77,diesel_van,diesel,express,0,3,6,False,False,15.2,1.1,11.2,0.6,164.99,False,29942f00-e3a6-417e-bb4d-c8b61be7307e,Glasgow → Leeds
DEL002718,2024-10-26 23:42:02,Nottingham,52.932885,-1.175466,Manchester,53.397003,-2.303455,106.63,8.07,6.83,diesel_truck,diesel,express,23,5,10,False,True,11.1,2.5,3.7,0.3,180.28,True,ea489342-b4f8-4aec-8fb2-178e00e1803f,Nottingham → Manchester
DEL002719,2024-09-19 18:33:17,Bristol,51.53138,-2.514474,Nottingham,52.954095,-1.194887,208.05,3.08,3.21,cargo_bike,human,standard,18,3,9,True,False,11.5,3.4,7.4,0.9,0.0,True,96a8f472-bfa6-4574-8193-024f1fa7391c,Bristol → Nottingham
